id,commit_id,user_id,body,line,position,comment_id,created_at,,,
356220,774702,17470,"Just pushed 0.0.4 to rubygems!\
\
On Jul 23, 2012, at 3:33 PM, Simon Wistow wrote:\
\
> Awesome. Thanks!\
> \
> Any idea when 0.0.4 will get released?\
> \
> ---\
> Reply to this email directly or view it on GitHub:\
> https://github.com/ruckus/quickeebook",\N,\N,1619175,7/23/12 20:34,,,
356221,990496,145199,"I've comment all this code because I believe the new code added after solved this TODO.\
\
Am I right, @danilogr @alexcr ?",289,5,1619266,7/23/12 21:00,,,
356222,990496,145199,"Check if the interface of the event is the same of the port.\
\
Works cool with 'undefined' interfaces as well.",324,37,1619272,7/23/12 21:01,,,
356223,990496,145199,Pass the interface used by the port.,320,28,1619268,7/23/12 21:01,,,
356224,777510,125684,"You realize those lines are there in the raw, what makes you feel them are 'unnecessary'?\
\
Also the raw line count is 8, not 7.",\N,\N,1620239,7/24/12 4:06,,,
356225,777509,125684,"Sorry about that one, my fault entirely.",\N,\N,1620247,7/24/12 4:07,,,
356226,774702,76623,"On Mon, Jul 23, 2012 at 03:34:52PM -0700, Cody Caughlan said:\
> Just pushed 0.0.4 to rubygems!\
\
Awesomesauce.",\N,\N,1619189,7/23/12 20:37,,,
356227,66205500,61275,"Ah, this looks familiar, this is the complex relations stuff, right?",41,12,1619437,7/23/12 21:55,,,
356228,18770240,66609,HPX_BUILD_TYPE should be marked as ADVANCED,34,5,1619494,7/23/12 22:09,,,
356229,66205500,61275,r+ yay transactions,\N,\N,1619438,7/23/12 21:55,,,
356230,1481206,7449,[Fix](https://github.com/tricycle/lesswrong/commit/67ffeeb3f320ee2020429cec3c2a474ee252da74) deployed to production.,\N,\N,1619778,7/23/12 23:42,,,
356231,66205501,59546,Don't the newlines around the `<a>` and `</a>` introduce [undesired] space?  It's why I had `<a ...><img.../>` immediately next to each other and also the closing `</a>` on the same line as its preceding element.,\N,\N,1618126,7/23/12 17:16,,,
356232,1481206,50576,"Did this change also just go live on LessWrong.com?  Because I'm pretty sure that voting is now broken.  When I click the thumbs up icon, I get (in my Chromium console): \Uncaught TypeError: Cannot read property 'api_loc' of undefined\"".  The vote count doe""",\N,\N,1619626,7/23/12 22:49,,,
356233,1394757,245166,"Et si mon gwt-log est parti avec, c'est juste pcq ce merge m'emmerdait, et c'était plus simple ainsi..",\N,\N,1619313,7/23/12 21:16,,,
356234,66205501,30112,"I didn't notice anything like that, but you could be right.",\N,\N,1619975,7/24/12 1:36,,,
356235,66205503,61275,r+,\N,\N,1619501,7/23/12 22:11,,,
356236,12629556,71976,Adding a note here to say I should wrap this with callback ( json_goes_here ) so then it can get called cross-domain with the JSONP hack,\N,\N,1136913,3/27/12 9:03,,,
356237,5964495,16928,"Perhaps I should rephrase: since this kind of detail is now being delegated to video.js, you can probably remove this entire section of user-agent-sniffing fallback code.",143,14,1479691,6/20/12 0:06,,,
356238,5964495,16928,I thought that video.js took care of this?,143,14,1436361,6/8/12 20:09,,,
356239,5964495,1294508,I'm not sure. I could look into it. What versions of Firefox was this problem occurring in?,143,14,1479630,6/19/12 23:35,,,
356240,1183923,49772,"Thanks, Jason.",\N,\N,1619481,7/23/12 22:05,,,
356241,18301013,21782,"Instantiantions of this grammar were previously guarded by `#if BOOST_VERSION >= 104700`. I know you've moved to boost 1.47+, but we're going to stick with 1.46 for some time, as that is the version we currenty have on servers, and will probably only updat",\N,\N,1621817,7/24/12 11:29,,,
356242,30056149,2788302,Does this mean the calls issue will be fixed? :),\N,\N,1619668,7/23/12 23:04,,,
356243,1893423,37617,The local development environment may auto-commit.,\N,\N,1534173,7/3/12 15:05,,,
356244,1893423,179546,"There is something weird going on here. I never actually wrote a commit message for this. Somehow, when I am developing locally git is auto committing for me.",\N,\N,1531336,7/3/12 2:36,,,
356245,21845364,228298,This is causing a regression. Creating #13.,\N,\N,1544848,7/5/12 22:00,,,
356246,1893423,37617,"It may happen when you are editing a project that isn't a git repo, so the commits will float up to the upper git repo which happens to be for pixieengine.com",\N,\N,1534179,7/3/12 15:07,,,
356247,6679625,163014,"I think it's a waste of exit code space to return number of failed tests. What could it be used for?\
Maybe it would be more useful to instead indicate the kind of failure: test failure, setup/teardown error, internal framework error.\
For example, if there ",\N,\N,1572696,7/12/12 13:04,,,
356248,6679625,138511,"It was just returning 1 previously. I agree that returning something more specific (and non-zero) is a good idea, but I'm still hashing out the details.\
\
I was considering making teardown errors return a distinct sentinel value (MAX-1, perhaps? I have to c",\N,\N,1572742,7/12/12 13:14,,,
356249,6679625,163014,"If you don't parse the output, but only register the number of the failed tests and show it in the report, it doesn't help much.\
\
If a human reads such report, what shall he do with this number? He won't be thinking: \if only 2 tests failed", then it's OK," """,\N,\N,1572843,7/12/12 13:31,
356250,6679625,138511,"All right. I will think about it some more, and probably rework it over the weekend. (Or I'll take pull requests, if it's high priority.)",\N,\N,1572869,7/12/12 13:39,,,
356251,6679625,163014,Thanks :) I think you can better decide how to implement this properly. Meanwhile I'll have some more minor fixes for you to pull soon.,\N,\N,1572974,7/12/12 13:57,,,
356252,1238535,191168,Ok we will discuss this issue tomorrow. I shouldn't have forked it in the first place. But I can systemize the commits and re-order them.,\N,\N,1619687,7/23/12 23:11,,,
356253,1238535,191168,"I added changed the `<div>` tags to `<li>`'s for styling, this was already done in my `pull#2` request, without colors, but for some reason those changes werent seen when I cloned the repo. So I re-added those changes from `pull#2`.\
",\N,\N,1619573,7/23/12 22:35,,,
356254,1238535,210882,"Hey Uday,\
\
I am not sure if I am using git correctly, but I just pushed changes where\
I added pulldown menus to the fixed fields for creating new patients.\
\
I pushed it to my repository, but I am having some trouble with git, if you\
did not get it, please ",\N,\N,1619643,7/23/12 22:57,,,
356255,1783602,289704,"After extensive [conversation with the gas-preprocessor](https://github.com/yuvi/gas-preprocessor/issues/16) guys, I realized there was a mistake in our ffmpeg build configuration. Anyone paying close attention should see a slight improvement in decoding p",\N,\N,1268416,4/27/12 19:35,,,
356256,66205505,456092,Not sure why mvn release:* goals advance this on release branch!!!,\N,\N,1619645,7/23/12 22:57,,,
356257,2051460,24717,"Using the many -> many field doesn't actually tie the saved searches to users though, does it? If we wanted to add a relationship with another table, we can just another many to many field and it will still work right? Only the relevant fields will be set ",31,17,1582850,7/15/12 13:45,,,
356258,2051460,211998,"I think it would be better to leave `user` out of this model definition, and define an explicit intermediary like `UserSavedSearch` with explicit foreign keys to both `auth.User` and `SearchField`.  The database schema ends up looking the same, but I expec",31,17,1582730,7/15/12 12:02,,,
356259,2051460,211998,Stray comma!  Panic!,890,21,1582723,7/15/12 11:59,,,
356260,2051460,24717,Good catch! I was copy pasting a little overzealously and didn't notice it. I fixed this and pushed a new update.,890,21,1582853,7/15/12 13:46,,,
356261,21808405,114292,thanx Alexi!,\N,\N,1621289,7/24/12 8:57,,,
356262,2051460,211998,"I just don't like the concepts to be tied so directly in the code -- I'd prefer to have one `SearchQuery` class that represents the search itself, and a second class that represents the relationship between a query and a user.  So saving a new search query",31,17,1582974,7/15/12 15:07,,,
356263,6815394,179549,"You're right - started and processing overlap in meaning in the context of\
photo. Changed.\
\
--\
Jonathan Beilin\
@jonbeilin\
\
\
\
On Thu, Jul 19, 2012 at 9:58 AM, Andrew Sliwinski <\
reply@reply.github.com\
> wrote:\
\
> I'm curious if we should isolate the \camCap""",93,13,1605231,7/19/12 15:52,,,
356264,6815394,63634,"I'm curious if we should isolate the \camCaptureStarted\"" / \""Stopped\"" delegate methods from the still capture cycle and reserve them for video. Right now the \""processing delegate\"" isn't going to be called until iOS returns from the \""captureStillImageAsync..""",93,13,1604935,7/19/12 14:58,,,
356265,21736616,305736,Buena prueba,\N,\N,1619627,7/23/12 22:50,,,
356266,21851416,1140126,Should change this to a comment line.,2,4,1619653,7/23/12 23:00,,,
356267,2607121,119934,"you could include wrappers with the full path:\
\
#include \AI/Wrappers/Cpp/src-generated/Lua.h\""",,,,,,,
\,,,,,,,,,,
,,,,,,,,,,
\,,,,,,,,,,
"(?)""",\N,\N,704507,11/9/11 0:56,,,,,,
356268,2607121,112655,"The reasoning behind this is that I can't make a reliable path using VStudio macros, also that file is generated any commit would be fruitless\
\
I need to rearrange the folder structure so that the vcproj itself is one folder above amongst other things. M",\N,\N,704447,11/9/11 0:22,,,
356269,2607121,119934,"linux compile still broken, this would fix it:\
\
diff --git a/src/API/api_wrap.cpp b/src/API/api_wrap.cpp\
index becd236..5ae7602 100644\
--- a/src/API/api_wrap.cpp\
+++ b/src/API/api_wrap.cpp\
@@ -739,8 +739,8 @@ SWIG_UnpackDataName(const char *c, void *",\N,\N,704432,11/9/11 0:11,,,
356270,2607065,153513,Works! Nice work! Did you also figure out why this causes an endless loop?,\N,\N,1620687,7/24/12 6:24,,,
356271,2607121,119934,"yeah, that should work. the c++ wrappers doesn't depend on anything inside shard, so the include paths can be removed for that...",\N,\N,709554,11/10/11 21:08,,,
356272,2607065,112655,related? http://lua-users.org/lists/lua-l/2006-03/msg00294.html,\N,\N,1620902,7/24/12 7:13,,,
356273,2607065,119934,"Tarendai: yep, thats related. see also the comment: https://github.com/Tarendai/Shard/blob/5dc0afab657a75a3140a5d66d17e1ffd3c62f631/lib/lua/luaconf.h#L566",\N,\N,1621035,7/24/12 7:45,,,
356274,2607121,112655,Does that work? I'd have thought that would break other places ( like compiling the cpp files in the C++ generated wrappers? ) Or am I being dimheaded? Early morningness..,\N,\N,705122,11/9/11 9:14,,,
356275,2607065,112655,"Thanks for fixing this btw, I doubt I could ever have found it myself =]",\N,\N,1620906,7/24/12 7:13,,,
356276,2607065,119934,"the cause... i seems like lua doesn't like some specific FPU flags... and for some reason they default to the \unsecure\"" but faster approach...""",\N,\N,1621198,7/24/12 8:30,,,
356277,6586912,425505,(⊙﹏⊙) 3,\N,\N,1559896,7/10/12 7:34,,,
356278,6893713,73016,"Sorry, I left in a debugging comment  :D",\N,\N,1619765,7/23/12 23:38,,,
356279,2404843,246099,タイポタイポ,\N,\N,1299442,5/7/12 7:12,,,
356280,66205507,16646,LPA doesn't work. There's a lot of supporting infrastructure that is still missing. This property does nothing right now.,\N,\N,1619738,7/23/12 23:31,,,
356281,6656939,569622,"Just curious, -Werror caused issues for you?  I get the rest of the changes, but it should by 32 and 64 bit compatible without warnings...  any chance you could give me the warnings you received?",\N,\N,1572939,7/12/12 13:51,,,
356282,5942322,31384,"This method was causing issues by not closing the connection when finished (unfortunately this JDBC driver does a full schema lock on operations), so I just moved the working method definition from line 140 up to the top level of the spec.",28,18,1622814,7/24/12 15:09,,,
356283,12280584,20069,"At the time when this was written, CodeIgniter was at version 1.7. I do not know if this will work in the later versions and am reluctant to pull this if it ends up breaking the library for both versions. Can you test this in the newer version and post bac",\N,\N,1622881,7/24/12 15:23,,,
356284,2998154,201147,"No, the survey list page WAS the user profile page. That was the idea. You just need to edit the \next\"" link in the login page.""",\N,\N,1619940,7/24/12 1:20,,,
356285,12280584,446969,"It seems to work in the new version :)\
\
I am having issues with $result being empty but i dont think that is the same thing...",\N,\N,1622923,7/24/12 15:32,,,
356286,6656939,75414,"I just recently fixed the error that -Werror exposed. I can't remember\
why I skipped it last time, but I'll update the pull request.\
\
On Thu, Jul 12, 2012 at 8:51 AM, Kit Scuzz\
<reply@reply.github.com>\
wrote:\
> Just curious, -Werror caused issues for you? ",\N,\N,1573288,7/12/12 15:07,,,
356287,66205509,17171,"Much better than before, add oil!",\N,\N,1620324,7/24/12 4:44,,,
356288,19199679,13870,"Out of curiosity, why did you do this?",\N,\N,1620342,7/24/12 4:50,,,
356289,19199679,72550,i was testing out travis quickly and one of the problems was all my tests failed. They are for back when I was using the YAML. I didn't want to rewrite the tests last night so I just commented them out for now and I'm going to write new ones today.,\N,\N,1621660,7/24/12 10:51,,,
356290,66205509,94743,OK Thanks,\N,\N,1621500,7/24/12 10:06,,,
356291,6656939,75414,"I've fixed this in the latest commit.\
\
<pre>\
% make clean all\
rm -f *.o n_stress\
gcc -Wall -Werror -O2 -c n_stress.c -o n_stress.o\
gcc -Wall -Werror -O2 -c packets.c -o packets.o\
packets.c: In function ‘recv_check’:\
packets.c:249:17: error: ‘n’ may be used",\N,\N,1574140,7/12/12 18:15,,,
356292,19546660,86935,You have NO IDEA how hard it was to get imgur.desktop to be recognized by dolphin as a proper context menu.,\N,\N,1619951,7/24/12 1:26,,,
356293,1196457,73030,@cnwggu Have a look into the description .,\N,\N,1622091,7/24/12 12:28,,,
356294,1043226,1866366,"how to you get the Person URI ? \
\
\
IMO: \
\
- Address and Person could extends a trait hasUri, but it's not a good pattern for reasoning around Persons and Adresses only.\
\
- It could be done with a typeclass, but that's terrible since the URI is not necessar",11,5,1622310,7/24/12 13:12,,,
356295,1043226,17062,"I'm working on that, I *really* need to get it done quickly",11,5,1622331,7/24/12 13:18,,,
356296,21862956,396855,You were supposed to change it back to 25 -.-,26,5,769343,12/5/11 14:41,,,
356297,1043226,1866366,ok ;) !,11,5,1622347,7/24/12 13:21,,,
356298,1356073,32592,"max_rows is Python style, maxRows would be JS style",82,78,1620176,7/24/12 3:35,,,
356299,135987,33179,Just a commit to test integration with pivotal tracker,\N,\N,1456321,6/14/12 1:55,,,
356300,1356073,32592,"General principle in web dev: do as few UI updates as possible. When your for loop tries to update the UI in every iteration, that can make the page slow. I would experiment with pushing all the newRow's into an array and then doing an append outside of th",92,88,1620183,7/24/12 3:39,,,
356301,1356073,32592,"$('#state-choice').val() would work as well\
",98,94,1620184,7/24/12 3:40,,,
356302,8752819,141824,Notify my after a couple of weeks how it goes ;),\N,\N,707373,11/10/11 5:54,,,
356303,1356073,32592,"Particularly for a long for loop, I'd recommend saving marketArr[i] into a variable, var market = marketArr[i]; \
That is usually faster, as the browser doesn't have to look up the index each time.",83,79,1620198,7/24/12 3:45,,,
356304,1356073,32592,"I would generally use data attributes instead of class names for something like this. Info on those:\
http://ejohn.org/blog/html-5-data-attributes/\
\
i.e. earlier I'd have newRow.attr('data-state', marketArr[i].properties.State) and here I'd have if ($(this)",100,96,1620197,7/24/12 3:43,,,
356305,17610832,74329,https://github.com/shawn42/foxy,\N,\N,1622336,7/24/12 13:19,,,
356306,17610832,23548,"Curious, what's \Foxy\""? I see nothing in this commit with that term.""",\N,\N,1621794,7/24/12 11:25,,,
356307,17610832,23548,"Gotcha. Your commit messages should explain what the changes to the code are. Like this one should be: \Add Guard rules for live reloading\"" or something similar. """,\N,\N,1622353,7/24/12 13:22,,,
356308,4568866,472319,pulled this back into ZkToDo2 and broke out the cf specific steps into a maven profile. thanks! ,\N,\N,1612961,7/21/12 20:52,,,
356309,1435628,120688,Is the 'class' column meant to in some way relate to Munsell colours?,\N,\N,1540018,7/5/12 0:41,,,
356310,1435628,250530,"No. They are clusters from the fuzme output. Not relevant. Seeing its a test file maybe should have deleted that column.\
\
Sent from my iPhone\
\
On 05/07/2012, at 12:41 PM, \Sebastian\"" <reply@reply.github.com> wrote:",,,,,,,
\,,,,,,,,,,
,,,,,,,,,,
\,,,,,,,,,,
"> Is the 'class' column meant to i""",\N,\N,1540178,7/5/12 2:27,,,,,,
356311,726104,14951,"hey @gwoo =)\
\
Did you see that i began work on li3_github too? It would be nice if we would bundle our efforts. Take a look at my repo: https://github.com/Tomen/li3_github\
I'll be merging your new commit now.\
\
greetings",\N,\N,634932,10/6/11 14:40,,,
356312,1435628,120688,"May I suggest replacing it with:\
\
```R\
ctrial <- read.table(\Ctrial.txt\""", header=TRUE," sep=\""","\"")\",,,,
\,,,,,,,,,,
library(munsell)\,,,,,,,,,,
\,,,,,,,,,,
#generate all munsell hues\,,,,,,,,,,
munsell_cols <- with(hue_slice()$data, paste(hue," \"" \""", value," \""/\""", chroma," sep=\""\""))\",,,,
#Pick random colours\,,,,,,,,,,
"random_co""",\N,\N,1540268,7/5/12 3:18,,,,,,
356313,1435628,250530,"Good idea. Will be there soon.\
\
Sent from my iPhone\
\
On 05/07/2012, at 3:18 PM, \Sebastian\"" <reply@reply.github.com> wrote:",,,,,,,
\,,,,,,,,,,
,,,,,,,,,,
\,,,,,,,,,,
> May I suggest replacing it with:,,,,,,,,,,
\,,,,,,,,,,
> ```R,,,,,,,,,,
\,,,,,,,,,,
"> ctrial <- read.table(\""Ctrial.txt\""", header=TRUE," sep=\""","\"")",,,,,,,
\,,,,,,,,,,
> ,,,,,,,,,,
\,,,,,,,,,,
"> library(munsell""",\N,\N,1540414,7/5/12 5:01,,,,,,
356314,7454648,601436,"取前两个字符\
取第二个以后的字符\
以及数字炒作",79,23,1433494,6/8/12 8:03,,,
356315,6009584,176671,"win, +1, Like, etc. :+1:",\N,\N,577049,9/8/11 13:21,,,
356316,1414465,10229,GJ Ferus. All the slang is mine now,\N,\N,1097106,3/17/12 3:00,,,
356317,21877056,189166,i think you should remove this,600,51,1620138,7/24/12 3:00,,,
356318,5439678,133462,Isn't this line useless now?,18,12,1603312,7/19/12 8:47,,,
356319,7218178,50616,"Note that while this functionality has been committed, it is currently disabled by default.  I need to implement deletion before I might consider enabling this default.",\N,\N,1352022,5/20/12 5:40,,,
356320,21877056,262088,you're right,600,51,1620344,7/24/12 4:51,,,
356321,4373571,551512,"I have page tiles created with v1.2, the tile type name is \brix.web.tile.pagetile.PageTile\"".\",,,,,,,
This patch has broken compatibility with them, I have an alternate suggestion.\,,,,,,,,,
\,,,,,,,,,,
Revert PageTile.TYPE_NAME;\,,,,,,,,,,
```java\,,,,,,,,,,
"public static String TYPE_NAME = \""brix.web.tile""",\N,\N,1376445,5/25/12 10:25,,,,,,
356322,4373571,551512,"Why are you moving the tile type keys to org.brixcms, unless you are wanting to do something like reflection with the value?\
\
If you have a look at the other tiles, things like the SubTreeMenuTile have:\
public static final String TYPE_NAME = \brix.web.tile""",\N,\N,1378784,5/25/12 20:01,,,
356323,4373571,178851,"Hi,\
\
Revert PageTile.TYPE_NAME -> we don't wanna do this as brix should became org.brixcms globally;\
\
It may be better if we check for the current and old naming of the page tile and then unite them....\
\
",\N,\N,1376921,5/25/12 12:10,,,
356324,4373571,178851,"From code point of view your right. However, it wasn't my decision alone to move to org.brixcms - I'll take a look at it and see how difficult it would be to fix it all over; ",\N,\N,1379879,5/26/12 8:40,,,
356325,6897020,396712,You could technically create /run/goanysync here. It probably makes more sense to do it this way.,9,5,1620581,7/24/12 5:50,,,
356326,3231472,86901,this of course is not used in 1.7 .. there we have the thumbnail.php re-director ( used in thumb embed ) and is safe to use without any async js lookup,\N,\N,1622823,7/24/12 15:11,,,
356327,3231472,86907,"Right, but anyway we should use thumbnail.php only for thumbPlayer feature. it other cases it would be better to use thumbnailUrl from entry data.",\N,\N,1622868,7/24/12 15:19,,,
356328,3231472,86901,"Yes, when thumb meta data is available best to use that. ",\N,\N,1622987,7/24/12 15:49,,,
356329,602302,7750,不再需要virtual了,23,23,1622247,7/24/12 13:02,,,
356330,3231447,86901,is this already fixed in 1.7 ? ,\N,\N,1622832,7/24/12 15:13,,,
356331,602302,7750,取消这个设计 详细到联系人 只考虑单向同步问题,130,130,1622300,7/24/12 13:11,,,
356332,602302,7750,设计意图？,7,7,1622267,7/24/12 13:07,,,
356333,602302,7750,联系人和帐号的关联还没体现在设计中,\N,\N,1622313,7/24/12 13:13,,,
356334,602302,106625,"恩，我看到你的Comment了，我刚才正在调整代码，现在git上的是我下班前5点左右提交的，还不太完整。\
ContactGroup我的设计初衷是：一个通讯簿包含一些联系人，但是我参考了Google, Aliyun,163的通讯录联系人设计，它们都有一个概念叫联系人组，用于对一个通讯簿中的联系人进行各种自定义分组，用户可以随意新增或删除联系人组；联系人组是一个只在显示联系人时的一个附加设计，对联系人核心模型没有任何影响。我现在的代码中已经去掉了联系人的GroupId属性。待会儿我再提交一个版本；",\N,\N,1622342,7/24/12 13:21,,,
356335,602302,106625,"联系人和帐号的关联：结构我已经设计了，Contact模型上有一个AccountId属性，可以调用SetAccount方法设置联系人对应的用户账号；\
至于联系人与账号通过什么样的规则才能确定映射关系，我还没想好，主要是还不太清楚联系人会在什么场景下与账号进行关联。映射关系的规则我觉得能不能只要判断Email相同就认为是同一个人，然后对应到同一个Account",\N,\N,1622377,7/24/12 13:31,,,
356336,12079378,476767,"Actually, only this and the next few lines were edited, the rest of the changes is the conversion to UFT-8 encoding.",123,433,1361204,5/22/12 14:30,,,
356337,286023,62739,"put it rewritten to coffeescript in _$(document).ready_  @(_search.js.coffee_)\
Also, replace _jQuery._ with _$._",\N,\N,1620840,7/24/12 7:00,,,
356338,286023,2701337,"the problem is a test, no a js.",\N,\N,1620920,7/24/12 7:17,,,
356339,2407091,206819,"Hi stt,\
\
I'm not from the DOSBox Team. Please report that issue to them, they have a fine Bugtacker at Sourceforge. ;)\
If they have fixed that I'll pull the patch in my tree, from where you can get it.\
\
Best Regards,\
Henne\
\
",\N,\N,992476,2/21/12 17:24,,,
356340,2407091,41008,"This commit breaks changing drive by commanding \C:\"" etc"," fix pls?""",\N,\N,879964,1/18/12 21:34,,
356341,2457589,344347,Looks good to me.,\N,\N,1442940,6/11/12 16:20,,,
356342,6796656,142066,"Rob, what you did is exactly what I was thinking: 2 interfaces, one for a custom URL and the other for a routed URL.\
\
Can you just add documentation with the 2 cases to the pull request?\
After that, I will merge it with the master.\
\
Thank you again!",\N,\N,1605400,7/19/12 16:22,,,
356343,66205511,340682,localize,977,15,1481595,6/20/12 10:49,,,
356344,66205511,340682,"task should always be cancelled in onPause /on Stop.\
For all long running tasks, what happens when the user leaves the app. Will the sync continue? in which case it will crash as UI cannot be touched without a context.(BadTokenException)\
\
You should cancel",980,18,1481837,6/20/12 11:37,,,
356345,21455185,33764,"Indeed this is a problem with ```getopt``` that interprets the first string as an option. Another alternative is to use the double dash ```--```\
\
e.g.:\
\
```\
echo \foo-bar\"" | tr -- '-_' '+/'\",,,,,,,
```\,,,,,,,,,,
",17,13,1565425,2012-07-11 06:43:46""",,,,,,,,,,
356346,1452797,22650,* Also improved the way the bitboards are rotated.,\N,\N,1620937,7/24/12 7:21,,,
356347,286013,62739,I don't remember doing that. Heavy merging action...,1,1,1620952,7/24/12 7:24,,,
356348,66205513,88122,I definitely was not thinking about how hmod uses main directory for folders when i did this.,\N,\N,1621017,7/24/12 7:41,,,
356349,66205511,340682,"Also, Syncing should be localized....",980,18,1481839,6/20/12 11:37,,,
356350,321194,68374,Fixes #2,\N,\N,1616484,7/23/12 11:39,,,
356351,3410941,212404,"I tried to compile this on Centos 5.8 (GCC) 4.1.2 20080704 (Red Hat 4.1.2-52)\
I've got next compiler error:\
/tools/appleseed/src/appleseed/renderer/kernel/rendering/generic/generictilerenderer.cpp: In member function ‘void renderer::<unnamed>::GenericTileR",\N,\N,1621765,7/24/12 11:17,,,
356352,883437,135191,"thats how it actually is eh :D thx Jason, lets get our hands dirty then",\N,\N,1620964,7/24/12 7:26,,,
356353,3410941,32167,"Yuri, indeed the initial change failed to compile on gcc.  Did you pull the very latest changes (this commit basically) I pushed to GitHub this morning?",\N,\N,1621821,7/24/12 11:30,,,
356354,3410941,212404,...And all other changes from last commit compiled without problem on gcc 4.1.2 .,\N,\N,1621853,7/24/12 11:38,,,
356355,3410941,32167,"No problem :)\
\
On Tue, Jul 24, 2012 at 3:35 PM, Yuri Meshalkin <\
reply@reply.github.com\
> wrote:\
\
> Ok. I figured it out.\
> SamplingContext child_sampling_context = sampling_context.split(0, 0);\
> m_sample_renderer->render_sample( child_sampling_context, s",\N,\N,1621842,7/24/12 11:36,,,
356356,3410941,212404,"Ok. I figured it out.\
SamplingContext child_sampling_context = sampling_context.split(0, 0);\
m_sample_renderer->render_sample( child_sampling_context, sample_position, shading_result);\
Compiled just fine...\
Sorry, that disturbed you...",\N,\N,1621837,7/24/12 11:35,,,
356357,1452791,22650,This requires theory cells caching to be A LOT more efficient because currently number of loops increase almost-exponentially.,\N,\N,1621112,7/24/12 8:04,,,
356358,30061119,53985,"org.hibernate.Session dbSession = HibernateUtil.getSessionWithActiveTransaction();\
dbSession.beginTransaction();\
\
This place will crash on hibernate exception (nested transaction).\
",,,,,,,
